-0.03146576	0.03169186	0.93197135
-0.20530683	0.20812785	6.48096687
-0.6114173	0.62653516	21.29744549
-1.10182027	1.151376	45.01242653
-1.30138464	1.42578077	70.43042379
-0.88699951	1.17089091	88.86630824
0.16964016	0.42521182	95.88779472
1.53856024	-0.49477041	92.72558059
2.67166117	-1.20716801	84.09088724
3.12473151	-1.44389869	74.85282171
2.80389883	-1.13456964	67.43167648
1.91924885	-0.41792163	60.76344451
0.79818453	0.45948375	51.08433877
-0.23915125	1.30526624	34.37420074
-0.95337661	2.03711118	9.44912081
-1.22468034	2.64125489	-20.54024349
-1.03507257	3.16663591	-49.62989522
-0.45845421	3.73028917	-72.13516592
0.31945244	4.42832279	-84.91869359
1.04448645	5.1866627	-87.93085243
1.51454843	5.74223392	-83.45914116
1.65983696	5.83099828	-74.90369663
1.50332114	5.34644988	-65.63653368
1.06357948	4.3173668	-58.16674453
0.32998952	2.88830232	-53.74740503
-0.64236181	1.34077225	-52.41887739
-1.61576977	-0.01478497	-53.33697644
-2.20006194	-0.97826939	-55.29286364
-2.0775261	-1.45723744	-57.248152
-1.24486529	-1.43734447	-58.54002893
-0.04487525	-0.99209074	-58.700233
1.04020511	-0.21715239	-57.18995629
1.63402101	0.82930009	-53.26422884
1.59132468	2.03892489	-46.00287329
1.04636438	3.17574696	-34.51210568
0.36301644	3.97691599	-18.40186807
-0.12501601	4.30357874	1.48092289
-0.39311687	4.14715258	22.70491462
-0.69323672	3.52484744	41.88848693
-1.25739713	2.47473019	55.89334636
-2.05370555	1.17320822	62.76758457
-2.77370333	-0.05495895	62.09494306
-3.01785403	-0.90736112	54.83717802
-2.5459293	-1.252643	42.89468258
-1.43875053	-1.09213348	28.4828228
-0.06804941	-0.4429464	13.45023674
1.10994055	0.63648326	-1.12674028
1.79394111	1.96264904	-14.86056332
1.94875807	3.32237617	-27.62314351
1.74842728	4.60907621	-39.14640754
1.42119981	5.7651743	-48.93404476
1.08577403	6.67219164	-56.4345988
0.68012984	7.15763725	-61.30393128
0.06439239	7.03581701	-63.65297269
-0.74393144	6.1439685	-64.1323378
